Beach Name,Water Temperature,Turbidity,Transducer Depth,Measurement ID
Osterman Beach,11.8,1.57,1.751,OstermanBeach201505212300
Calumet Beach,11.9,1.47,1.437,CalumetBeach201505222400
63rd Street Beach,11.7,1.59,1.464,63rdStreetBeach201505222400
Montrose Beach,11.9,0.85,1.806,MontroseBeach201505222400
Osterman Beach,11.5,1.25,1.672,OstermanBeach201505222400
Calumet Beach,11.9,1.38,1.347,CalumetBeach201505220100
63rd Street Beach,11.7,1.61,1.751,63rdStreetBeach201505220100
Montrose Beach,11.7,0.82,1.437,MontroseBeach201505220100
Calumet Beach,17.7,1.49,1.464,CalumetBeach201407152300
63rd Street Beach,17.3,2.12,1.806,63rdStreetBeach201407152300
Montrose Beach,15.6,2.73,1.672,MontroseBeach201407152300
Osterman Beach,15.3,2.58,1.347,OstermanBeach201407152300
Ohio Street Beach,16.6,2.75,1.751,OhioStreetBeach201407152300
Calumet Beach,17.7,1.37,1.437,CalumetBeach201407160100
Osterman Beach,11.3,1.09,1.752,OstermanBeach201505220100
Montrose Beach,15.5,2.48,1.657,MontroseBeach201407160100
Ohio Street Beach,16.5,2.7,1.733,OhioStreetBeach201407160100
Calumet Beach,11.7,1.36,1.676,CalumetBeach201505220300
63rd Street Beach,17.6,0.8,1.792,63rdStreetBeach201407160100
63rd Street Beach,11.6,1.51,1.74,63rdStreetBeach201505220300
Montrose Beach,11.6,0.72,1.752,MontroseBeach201505220300
Osterman Beach,11.2,1.19,1.359,OstermanBeach201505220300
63rd Street Beach,17.4,1.58,1.817,63rdStreetBeach201407162400
Montrose Beach,15.5,2.38,1.676,MontroseBeach201407162400
Calumet Beach,11.8,1.42,1.708,CalumetBeach201505220200
Ohio Street Beach,16.5,2.7,1.74,OhioStreetBeach201407162400
63rd Street Beach,11.6,1.64,1.752,63rdStreetBeach201505220200
Osterman Beach,15.3,2.62,1.359,OstermanBeach201407162400
Montrose Beach,11.6,0.72,1.837,MontroseBeach201505220200
Calumet Beach,17.6,1.48,1.459,CalumetBeach201407160200
Montrose Beach,16.5,0.21,1.708,MontroseBeach201407160200
Osterman Beach,15.5,0.36,1.387,OstermanBeach201407160200
Ohio Street Beach,16.3,2.59,1.752,OhioStreetBeach201407160200
Rainbow Beach,18.3,3.47,1.594,RainbowBeach201407162400
Osterman Beach,11.2,1.23,1.837,OstermanBeach201505220200
Ohio Street Beach,16.1,2.12,1.721,OhioStreetBeach201407160300
Rainbow Beach,18.2,2.56,1.597,RainbowBeach201407160300
Ohio Street Beach,15.9,0.65,1.791,OhioStreetBeach201407160400
Osterman Beach,16.7,0.17,1.331,OstermanBeach201407160300
Calumet Beach,17.7,1.45,1.486,CalumetBeach201407160300
63rd Street Beach,17.6,0.5,1.837,63rdStreetBeach201407160400
Osterman Beach,16.8,0.44,1.327,OstermanBeach201407160500
Ohio Street Beach,16.2,0.36,1.707,OhioStreetBeach201407160500
Calumet Beach,11.7,1.45,1.687,CalumetBeach201505220400
Rainbow Beach,17.9,3.44,1.612,RainbowBeach201407160400
63rd Street Beach,11.6,1.57,1.744,63rdStreetBeach201505220400
Montrose Beach,16.7,0.07,1.654,MontroseBeach201407160300
Calumet Beach,17.5,1.3,1.445,CalumetBeach201407160900
63rd Street Beach,18.2,0.31,1.792,63rdStreetBeach201407160900
Montrose Beach,17.3,0.4,1.687,MontroseBeach201407160900
Osterman Beach,16.5,1.95,1.363,OstermanBeach201407160900
Ohio Street Beach,16.8,0.52,1.744,OhioStreetBeach201407160900
Rainbow Beach,18.1,2.3,1.581,RainbowBeach201407160900
Montrose Beach,11.7,1.03,1.512,MontroseBeach201505220400
Osterman Beach,11,1.06,1.376,OstermanBeach201505220400
Calumet Beach,11.7,1.36,1.762,CalumetBeach201505220500
63rd Street Beach,11.4,1.67,1.602,63rdStreetBeach201505220500
Montrose Beach,11.6,0.93,1.678,MontroseBeach201505220500
Rainbow Beach,18,1.98,1.66,RainbowBeach201407160600
Calumet Beach,17.5,1.32,1.512,CalumetBeach201407160600
Osterman Beach,11,0.89,1.376,OstermanBeach201505220500
Calumet Beach,11.7,1.52,1.762,CalumetBeach201505220600
63rd Street Beach,11.3,1.84,1.602,63rdStreetBeach201505220600
Montrose Beach,11.4,0.86,1.678,MontroseBeach201505220600
Osterman Beach,10.9,0.9,1.822,OstermanBeach201505220600
Calumet Beach,11.7,1.34,1.692,CalumetBeach201505220700
63rd Street Beach,11.2,1.65,1.376,63rdStreetBeach201505220700
Montrose Beach,11.4,0.89,1.762,MontroseBeach201505220700
Osterman Beach,10.9,0.99,1.602,OstermanBeach201505220700
Calumet Beach,11.8,1.3,1.678,CalumetBeach201505220800
63rd Street Beach,11.4,1.66,1.822,63rdStreetBeach201505220800
Montrose Beach,11.4,0.83,1.692,MontroseBeach201505220800
Osterman Beach,10.9,1.07,1.376,OstermanBeach201505220800
Calumet Beach,11.9,1.18,1.762,CalumetBeach201505220900
63rd Street Beach,11.5,1.62,1.602,63rdStreetBeach201505220900
Montrose Beach,11.3,0.81,1.678,MontroseBeach201505220900
Osterman Beach,11,1.14,1.822,OstermanBeach201505220900
Calumet Beach,12.1,1.18,1.692,CalumetBeach201505221000
63rd Street Beach,11.7,1.47,1.376,63rdStreetBeach201505221000
Montrose Beach,11.4,0.73,1.762,MontroseBeach201505221000
Osterman Beach,11.1,1.23,1.602,OstermanBeach201505221000
Montrose Beach,11.5,0.72,1.678,MontroseBeach201505221100
Osterman Beach,11.1,1.13,1.822,OstermanBeach201505221100
Calumet Beach,12.6,1.14,1.692,CalumetBeach201505221200
63rd Street Beach,12.2,1.43,1.376,63rdStreetBeach201505221200
Montrose Beach,11.8,0.89,1.762,MontroseBeach201505221200
Osterman Beach,11.3,1.33,1.602,OstermanBeach201505221200
Calumet Beach,12.9,1.16,1.678,CalumetBeach201505221300
63rd Street Beach,18.2,0.21,1.822,63rdStreetBeach201407160800
Montrose Beach,17.2,0.08,1.692,MontroseBeach201407160800
Osterman Beach,16.4,1.02,1.376,OstermanBeach201407160800
Ohio Street Beach,16.7,0.26,1.762,OhioStreetBeach201407160800
Rainbow Beach,17.9,2.03,1.602,RainbowBeach201407160800
Montrose Beach,11.9,0.71,1.678,MontroseBeach201505221300
Osterman Beach,11.4,1.08,1.357,OstermanBeach201505221300
63rd Street Beach,12.4,1.4,1.734,63rdStreetBeach201505221300
Calumet Beach,13.1,1.16,1.561,CalumetBeach201505221400
Calumet Beach,18,1.24,1.5,CalumetBeach201407161200
63rd Street Beach,18.9,0.85,1.834,63rdStreetBeach201407161200
Montrose Beach,17.9,1.3,1.678,MontroseBeach201407161200
Osterman Beach,17.7,2.97,1.357,OstermanBeach201407161200
Ohio Street Beach,17.8,0.57,1.734,OhioStreetBeach201407161200
Rainbow Beach,18.6,5.96,1.561,RainbowBeach201407161100
Calumet Beach,18.3,1.21,1.444,CalumetBeach201407161300
63rd Street Beach,19.2,1.03,1.817,63rdStreetBeach201407161300
Montrose Beach,18.2,1.46,1.678,MontroseBeach201407161300
Osterman Beach,18,3.12,1.353,OstermanBeach201407161300
Ohio Street Beach,18.3,0.39,1.734,OhioStreetBeach201407161300
Rainbow Beach,19.3,6.57,1.571,RainbowBeach201407161300
Calumet Beach,18.5,1.19,1.483,CalumetBeach201407161400
63rd Street Beach,19.4,1.08,1.847,63rdStreetBeach201407161400
Montrose Beach,18.5,1.64,1.676,MontroseBeach201407161400
Osterman Beach,18.2,3.14,1.352,OstermanBeach201407161400
Ohio Street Beach,18.7,0.8,1.737,OhioStreetBeach201407161400
Montrose Beach,12.1,0.63,1.517,MontroseBeach201505221400
Calumet Beach,18.7,1.16,1.473,CalumetBeach201407161500
63rd Street Beach,19.6,1.26,1.821,63rdStreetBeach201407161500
Montrose Beach,18.7,1.53,1.681,MontroseBeach201407161500
Osterman Beach,18.4,2.04,1.366,OstermanBeach201407161500
Ohio Street Beach,19.3,0.93,1.743,OhioStreetBeach201407161500
Calumet Beach,19,1.18,1.517,CalumetBeach201407161600
63rd Street Beach,19.8,1.54,1.857,63rdStreetBeach201407161600
Montrose Beach,19,1.39,1.697,MontroseBeach201407161600
Osterman Beach,18.5,2.53,1.377,OstermanBeach201407161600
Ohio Street Beach,19.8,0.92,1.755,OhioStreetBeach201407161600
Rainbow Beach,19.4,4.72,1.607,RainbowBeach201407161400
Calumet Beach,19.4,1.09,1.486,CalumetBeach201407161700
63rd Street Beach,19.9,1.49,1.821,63rdStreetBeach201407161700
Montrose Beach,19.2,1.3,1.704,MontroseBeach201407161700
Osterman Beach,19,0.42,1.384,OstermanBeach201407161700
Ohio Street Beach,19.8,0.72,1.765,OhioStreetBeach201407161700
Rainbow Beach,19.8,3.83,1.592,RainbowBeach201407161700
Calumet Beach,19.7,1.13,1.495,CalumetBeach201407161800
63rd Street Beach,20,1.42,1.859,63rdStreetBeach201407161800
Montrose Beach,19.4,0.97,1.716,MontroseBeach201407161800
Osterman Beach,19.2,0.22,1.405,OstermanBeach201407161800
Ohio Street Beach,20.1,0.94,1.77,OhioStreetBeach201407161800
Rainbow Beach,19.9,2.9,1.628,RainbowBeach201407161800
Calumet Beach,19.8,1.06,1.481,CalumetBeach201407161900
63rd Street Beach,20.7,2.02,1.819,63rdStreetBeach201407161900
Montrose Beach,19.5,0.85,1.686,MontroseBeach201407161900
Osterman Beach,19.2,0.48,1.376,OstermanBeach201407161900
Ohio Street Beach,19.9,0.71,1.753,OhioStreetBeach201407161900
Rainbow Beach,20,4.33,1.595,RainbowBeach201407161900
Calumet Beach,20.2,1.36,1.487,CalumetBeach201407162000
63rd Street Beach,20.5,1.86,1.815,63rdStreetBeach201407162000
Montrose Beach,19.4,0.89,1.703,MontroseBeach201407162000
Osterman Beach,19.2,1.1,1.373,OstermanBeach201407162000
Ohio Street Beach,19.4,1.09,1.779,OhioStreetBeach201407162000
Rainbow Beach,20.2,4.33,1.594,RainbowBeach201407162000
Calumet Beach,20.2,1.6,1.459,CalumetBeach201407162100
63rd Street Beach,20.3,2.44,1.81,63rdStreetBeach201407162100
Montrose Beach,19.3,0.72,1.664,MontroseBeach201407162100
Osterman Beach,19.2,0.82,1.349,OstermanBeach201407162100
Ohio Street Beach,19.3,0.93,1.718,OhioStreetBeach201407162100
Rainbow Beach,19.9,5.06,1.578,RainbowBeach201407162100
Calumet Beach,19.7,1.56,1.466,CalumetBeach201407162200
63rd Street Beach,19.8,1.72,1.806,63rdStreetBeach201407162200
Montrose Beach,19.4,0.72,1.676,MontroseBeach201407162200
Osterman Beach,19,1.04,1.351,OstermanBeach201407162200
Ohio Street Beach,19,0.45,1.732,OhioStreetBeach201407162200
Rainbow Beach,19.5,3.21,1.589,RainbowBeach201407162200
63rd Street Beach,19.4,1.22,1.776,63rdStreetBeach201407162300
Calumet Beach,18.6,1.09,1.48,CalumetBeach201407170900
Montrose Beach,19.2,0.51,1.67,MontroseBeach201407162300
Osterman Beach,19,0.77,1.356,OstermanBeach201407162300
Ohio Street Beach,18.9,0.32,1.715,OhioStreetBeach201407162300
Rainbow Beach,19.4,2.61,1.558,RainbowBeach201407162300
Osterman Beach,11.6,1.19,1.715,OstermanBeach201505221400
Calumet Beach,15.4,0.9,1.575,CalumetBeach201505261800
Montrose Beach,14.6,0.49,1.399,MontroseBeach201505261800
Osterman Beach,14.4,0.93,1.433,OstermanBeach201505261800
Montrose Beach,19.2,0.38,1.661,MontroseBeach201407172400
Osterman Beach,18.8,1.34,1.349,OstermanBeach201407172400
Ohio Street Beach,18.8,0.32,1.715,OhioStreetBeach201407172400
Rainbow Beach,19.3,3.41,1.575,RainbowBeach201407172400
Calumet Beach,19.2,1.78,1.399,CalumetBeach201407162300
Calumet Beach,18.7,1.6,1.433,CalumetBeach201407170100
Montrose Beach,19.1,0.4,1.677,MontroseBeach201407170100
Osterman Beach,18.8,1.29,1.349,OstermanBeach201407170100
Ohio Street Beach,18.7,0.42,1.742,OhioStreetBeach201407170100
Calumet Beach,13.4,1.14,1.754,CalumetBeach201505221500
63rd Street Beach,19.2,1.13,1.813,63rdStreetBeach201407172400
Calumet Beach,18.6,1.6,1.447,CalumetBeach201407170200
63rd Street Beach,12.8,1.31,1.67,63rdStreetBeach201505221500
Montrose Beach,19,0.38,1.704,MontroseBeach201407170200
Osterman Beach,18.6,1.49,1.37,OstermanBeach201407170200
Ohio Street Beach,18.5,0.35,1.754,OhioStreetBeach201407170200
Montrose Beach,12.3,0.77,1.518,MontroseBeach201505221500
Calumet Beach,18.6,1.64,1.485,CalumetBeach201407170300
Montrose Beach,18.9,0.36,1.67,MontroseBeach201407170300
Osterman Beach,11.8,1.15,1.353,OstermanBeach201505221500
Calumet Beach,13.6,1.12,1.371,CalumetBeach201505221600
Rainbow Beach,19.2,2.43,1.572,RainbowBeach201407170100
63rd Street Beach,13,1.35,1.518,63rdStreetBeach201505221600
Rainbow Beach,18.9,2.24,1.66,RainbowBeach201407170400
Montrose Beach,12.5,0.82,1.743,MontroseBeach201505221600
Osterman Beach,18.6,1.12,1.353,OstermanBeach201407170300
Osterman Beach,18.3,0.98,1.371,OstermanBeach201407170500
Osterman Beach,18.2,1.01,1.429,OstermanBeach201407170600
Calumet Beach,18.5,1.56,1.518,CalumetBeach201407170400
63rd Street Beach,19.2,1.26,1.82,63rdStreetBeach201407170200
Montrose Beach,18.7,0.45,1.743,MontroseBeach201407170400
Ohio Street Beach,18.4,0.49,1.765,OhioStreetBeach201407170300
Rainbow Beach,18.8,2.32,1.631,RainbowBeach201407170500
Calumet Beach,18.9,1.05,1.443,CalumetBeach201407171100
63rd Street Beach,19.5,0.53,1.824,63rdStreetBeach201407171100
Montrose Beach,19,0.47,1.711,MontroseBeach201407171100
Osterman Beach,18.7,1.13,1.392,OstermanBeach201407171100
Ohio Street Beach,18.6,0.62,1.772,OhioStreetBeach201407171100
Rainbow Beach,19.6,1.9,1.593,RainbowBeach201407171100
Calumet Beach,19.3,1.1,1.518,CalumetBeach201407171400
63rd Street Beach,19.9,0.53,1.905,63rdStreetBeach201407171400
Montrose Beach,19.1,0.56,1.694,MontroseBeach201407171400
Osterman Beach,18.9,0.68,1.376,OstermanBeach201407171400
Ohio Street Beach,18.9,0.92,1.774,OhioStreetBeach201407171400
Rainbow Beach,19.8,0.91,1.668,RainbowBeach201407171400
Calumet Beach,18.4,1.21,1.465,CalumetBeach201407170700
63rd Street Beach,18.8,0.78,1.838,63rdStreetBeach201407170700
Montrose Beach,18.4,0.75,1.715,MontroseBeach201407170700
Osterman Beach,18.1,1.24,1.387,OstermanBeach201407170700
Ohio Street Beach,18,0.47,1.795,OhioStreetBeach201407170700
Calumet Beach,18.4,0.98,1.495,CalumetBeach201407170800
63rd Street Beach,18.9,0.69,1.851,63rdStreetBeach201407170800
Montrose Beach,18.4,0.74,1.727,MontroseBeach201407170800
Osterman Beach,18.2,1.01,1.402,OstermanBeach201407170800
Ohio Street Beach,17.9,0.68,1.803,OhioStreetBeach201407170800
Rainbow Beach,18.9,1.12,1.618,RainbowBeach201407170800
Osterman Beach,11.9,1.17,1.48,OstermanBeach201505221600
63rd Street Beach,19,0.59,1.841,63rdStreetBeach201407170900
Montrose Beach,18.6,0.67,1.734,MontroseBeach201407170900
Osterman Beach,18.3,0.99,1.416,OstermanBeach201407170900
Ohio Street Beach,18,0.84,1.78,OhioStreetBeach201407170900
Rainbow Beach,19,0.96,1.62,RainbowBeach201407170900
Calumet Beach,18.8,0.95,1.48,CalumetBeach201407171000
63rd Street Beach,19.2,0.59,1.835,63rdStreetBeach201407171000
Montrose Beach,18.8,0.54,1.712,MontroseBeach201407171000
Osterman Beach,18.6,1,1.383,OstermanBeach201407171000
Ohio Street Beach,18.4,0.69,1.79,OhioStreetBeach201407171000
Rainbow Beach,19.2,1.53,1.61,RainbowBeach201407171000
Calumet Beach,19.2,1,1.449,CalumetBeach201407171200
63rd Street Beach,19.9,0.59,1.822,63rdStreetBeach201407171200
Montrose Beach,19.1,0.41,1.686,MontroseBeach201407171200
Osterman Beach,19,0.64,1.358,OstermanBeach201407171200
Ohio Street Beach,18.6,1.13,1.764,OhioStreetBeach201407171200
Rainbow Beach,19.8,1.46,1.592,RainbowBeach201407171200
Calumet Beach,19.2,1.03,1.493,CalumetBeach201407171300
63rd Street Beach,19.8,0.54,1.842,63rdStreetBeach201407171300
Montrose Beach,19.1,0.49,1.692,MontroseBeach201407171300
Osterman Beach,18.8,1.08,1.371,OstermanBeach201407171300
Ohio Street Beach,18.8,0.8,1.763,OhioStreetBeach201407171300
Rainbow Beach,19.7,0.96,1.616,RainbowBeach201407171300
Calumet Beach,19.8,1.08,1.494,CalumetBeach201407171500
63rd Street Beach,20,0.5,1.851,63rdStreetBeach201407171500
Montrose Beach,18.8,0.68,1.747,MontroseBeach201407171500
Osterman Beach,19.2,0.73,1.423,OstermanBeach201407171500
Ohio Street Beach,18.9,1.08,1.806,OhioStreetBeach201407171500
Rainbow Beach,19.9,1.02,1.629,RainbowBeach201407171500
Calumet Beach,19.8,1.09,1.5,CalumetBeach201407171600
63rd Street Beach,20.1,0.59,1.878,63rdStreetBeach201407171600
Montrose Beach,18.4,0.63,1.754,MontroseBeach201407171600
Osterman Beach,19.5,0.64,1.42,OstermanBeach201407171600
Ohio Street Beach,18.8,1.16,1.787,OhioStreetBeach201407171600
Rainbow Beach,20.1,1.15,1.645,RainbowBeach201407171600
Calumet Beach,19.9,1.07,1.509,CalumetBeach201407171700
63rd Street Beach,20.1,0.57,1.887,63rdStreetBeach201407171700
Montrose Beach,18.5,0.68,1.759,MontroseBeach201407171700
Osterman Beach,19.6,0.62,1.434,OstermanBeach201407171700
Ohio Street Beach,19.1,1.15,1.824,OhioStreetBeach201407171700
Rainbow Beach,20.2,1.07,1.641,RainbowBeach201407171700
Calumet Beach,20.1,1.09,1.517,CalumetBeach201407171800
63rd Street Beach,20.1,0.65,1.844,63rdStreetBeach201407171800
Montrose Beach,18.2,0.71,1.725,MontroseBeach201407171800
Osterman Beach,19.7,0.68,1.406,OstermanBeach201407171800
Ohio Street Beach,19,1.07,1.794,OhioStreetBeach201407171800
Rainbow Beach,20.2,1.01,1.632,RainbowBeach201407171800
Calumet Beach,20,1.12,1.518,CalumetBeach201407171900
63rd Street Beach,20,0.6,1.87,63rdStreetBeach201407171900
Montrose Beach,18.1,0.67,1.73,MontroseBeach201407171900
Osterman Beach,19.6,0.66,1.42,OstermanBeach201407171900
Ohio Street Beach,19.1,1.04,1.798,OhioStreetBeach201407171900
Calumet Beach,13.8,1.16,1.657,CalumetBeach201505221700
Calumet Beach,20,1.44,1.513,CalumetBeach201407172000
63rd Street Beach,19.9,0.51,1.863,63rdStreetBeach201407172000
Montrose Beach,18.1,0.67,1.715,MontroseBeach201407172000
Osterman Beach,19.6,0.63,1.405,OstermanBeach201407172000
Ohio Street Beach,18.9,0.93,1.778,OhioStreetBeach201407172000
63rd Street Beach,13.2,1.38,1.657,63rdStreetBeach201505221700
Calumet Beach,20.1,1.62,1.489,CalumetBeach201407172100
63rd Street Beach,19.8,0.5,1.841,63rdStreetBeach201407172100
Montrose Beach,17.9,0.65,1.713,MontroseBeach201407172100
Osterman Beach,19.5,0.68,1.391,OstermanBeach201407172100
Ohio Street Beach,18.9,0.9,1.765,OhioStreetBeach201407172100
Rainbow Beach,20.1,1.05,1.657,RainbowBeach201407171900
Calumet Beach,20.1,1.44,1.485,CalumetBeach201407172200
63rd Street Beach,19.7,0.5,1.853,63rdStreetBeach201407172200
Montrose Beach,17.7,0.77,1.707,MontroseBeach201407172200
Osterman Beach,19.4,0.6,1.376,OstermanBeach201407172200
Ohio Street Beach,18.7,0.95,1.767,OhioStreetBeach201407172200
Rainbow Beach,19.9,0.99,1.62,RainbowBeach201407172200
Montrose Beach,17.4,0.96,1.687,MontroseBeach201407172300
Osterman Beach,19.3,0.51,1.38,OstermanBeach201407172300
Ohio Street Beach,18.6,0.92,1.768,OhioStreetBeach201407172300
Montrose Beach,17.4,0.75,1.74,MontroseBeach201407182400
Osterman Beach,19.3,0.53,1.412,OstermanBeach201407182400
Calumet Beach,19.8,1.18,1.505,CalumetBeach201407172300
63rd Street Beach,19.6,0.52,1.859,63rdStreetBeach201407172300
Calumet Beach,19.6,1.41,1.454,CalumetBeach201407180100
Montrose Beach,17.4,0.7,1.684,MontroseBeach201407180100
Osterman Beach,19.2,0.52,1.378,OstermanBeach201407180100
Ohio Street Beach,18.5,0.98,1.784,OhioStreetBeach201407182400
Calumet Beach,19.3,1.3,1.48,CalumetBeach201407180200
Montrose Beach,17.4,0.73,1.731,MontroseBeach201407180200
Osterman Beach,19.2,0.53,1.421,OstermanBeach201407180200
Calumet Beach,19.2,1.03,1.5,CalumetBeach201407180300
63rd Street Beach,19.6,0.44,1.832,63rdStreetBeach201407180100
Calumet Beach,19.1,0.97,1.528,CalumetBeach201407180700
Ohio Street Beach,18.5,0.88,1.79,OhioStreetBeach201407180200
Calumet Beach,20.7,1.29,1.498,CalumetBeach201407182300
63rd Street Beach,20,0.44,1.847,63rdStreetBeach201407182300
Montrose Beach,16.9,0.69,1.71,MontroseBeach201407182300
Osterman Beach,18,0.98,1.394,OstermanBeach201407182300
Ohio Street Beach,19.5,0.95,1.796,OhioStreetBeach201407182300
Montrose Beach,12.4,0.79,1.789,MontroseBeach201505221700
Osterman Beach,11.9,1.21,1.639,OstermanBeach201505221700
Osterman Beach,19,0.57,1.393,OstermanBeach201407180300
Osterman Beach,18.7,0.54,1.434,OstermanBeach201407180400
Osterman Beach,17.7,0.9,1.426,OstermanBeach201407180600
Montrose Beach,17.2,0.86,1.71,MontroseBeach201407180300
Ohio Street Beach,18.4,0.91,1.789,OhioStreetBeach201407180300
Rainbow Beach,19.8,0.94,1.639,RainbowBeach201407172300
Calumet Beach,19.4,0.79,1.514,CalumetBeach201407181000
63rd Street Beach,19.7,0.8,1.885,63rdStreetBeach201407181000
Montrose Beach,17,0.84,1.741,MontroseBeach201407181000
Osterman Beach,16.9,1.07,1.416,OstermanBeach201407181000
Ohio Street Beach,19.1,0.79,1.809,OhioStreetBeach201407181000
Rainbow Beach,19.7,0.93,1.654,RainbowBeach201407181000
Calumet Beach,19.7,0.8,1.501,CalumetBeach201407181100
63rd Street Beach,20,0.65,1.86,63rdStreetBeach201407181100
Montrose Beach,17.1,1.21,1.72,MontroseBeach201407181100
Osterman Beach,16.9,0.96,1.411,OstermanBeach201407181100
Ohio Street Beach,19,0.79,1.787,OhioStreetBeach201407181100
Rainbow Beach,19.9,0.92,1.628,RainbowBeach201407181100
Calumet Beach,21.8,1.8,1.514,CalumetBeach201407181800
63rd Street Beach,20.5,0.39,1.869,63rdStreetBeach201407181800
63rd Street Beach,19.3,0.56,1.888,63rdStreetBeach201407180700
Montrose Beach,16.7,0.78,1.76,MontroseBeach201407180700
Osterman Beach,17.4,0.97,1.434,OstermanBeach201407180700
Ohio Street Beach,18.3,1.02,1.825,OhioStreetBeach201407180700
Rainbow Beach,19.2,0.81,1.668,RainbowBeach201407180700
Calumet Beach,19.1,0.91,1.51,CalumetBeach201407180800
63rd Street Beach,19.2,0.66,1.881,63rdStreetBeach201407180800
Montrose Beach,16.7,0.78,1.749,MontroseBeach201407180800
Osterman Beach,17.1,1.19,1.422,OstermanBeach201407180800
Ohio Street Beach,18.4,0.87,1.789,OhioStreetBeach201407180800
Rainbow Beach,19.2,0.73,1.637,RainbowBeach201407180800
Calumet Beach,19.2,0.83,1.528,CalumetBeach201407180900
63rd Street Beach,19.5,0.7,1.878,63rdStreetBeach201407180900
Montrose Beach,16.8,0.8,1.736,MontroseBeach201407180900
